표지일련번호,표지종별,X좌표,Y좌표,표지판 근거리 이미지1,표지판 근거리 이미지2,표지판 근거리 이미지3,표지판 근거리 이미지4,표지판 근거리 이미지5,표지판 원거리 이미지1,표지판 원거리 이미지2,데이터기준일자
WR(서울특별시 양천구)-[목동로3길]-하-7,3방향표지,188389.16,445733.57,,,,,,/2006-08-23/WRC0115계남길D/20.계남길-10-3.jpg,,2018-04-30
WR(서울특별시 도봉구)-[도봉로]-상-7,3방향표지,203697.47,462397.48,/2017-11-06/WRC0110도봉로U/wr-도봉로-상-7(근거리).jpg,,,,,/2017-11-06/WRC0110도봉로U/wr-도봉로-상-7(원거리).jpg,,2018-04-30
WR(서울특별시 양천구)-[목동동로8길]-하-1,2방향예고표지,188569,446003.28,/2006-08-23/WRC0115꿈나무길D/21.꿈나무길-01-2.jpg,,,,,/2006-08-23/WRC0115꿈나무길D/21.꿈나무길-01-1.jpg,,2018-04-30
WR(서울특별시 양천구)-[목동동로6길]-상-1,3방향예고표지,188144.06,445857.85,/2006-08-23/WRC0115단풍길U/22.단풍길-01-2.jpg,,,,,/2006-08-23/WRC0115단풍길U/22.단풍길-01-1.jpg,,2018-04-30
UR(서울특별시)-[도봉로]-상-7,3방향예고표지,203602.74,461995.14,/2009-10-16/URC0100도봉로U/dsc00785.jpg,,,,,/2009-10-16/URC0100도봉로U/도봉로 창5동749-13 원경.jpg,,2018-04-30
WR(서울특별시 양천구)-[목동동로6길]-하-2,2방향표지,188230.31,445706.22,/2006-08-23/WRC0115단풍길D/22.단풍길-03-2.jpg,,,,,/2006-08-23/WRC0115단풍길D/22.단풍길-03-1.jpg,,2018-04-30
WR(서울특별시 도봉구)-[도봉로]-하-9,3방향예고표지,203486.2,461804.28,/2006-08-23/WRC0110도봉로D/하15쌍문2동716-31(근경).jpg,,,,,/2006-08-23/WRC0110도봉로D/하15쌍문2동716-31(원경).jpg,,2018-04-30
WR(서울특별시 양천구)-[목동로25길]-상-1,2방향표지,187900.8,447297.21,/2006-08-23/WRC0115로데오거리U/23.로데오거리-01-2.jpg,,,,,/2006-08-23/WRC0115로데오거리U/23.로데오거리-01-1.jpg,,2018-04-30
WR(서울특별시 도봉구)-[도봉로]-하-10,3방향표지,203436.53,461622.12,/2018-01-12/WRC0110도봉로D/보건소교차로-1(1).jpg,,,,,/2018-01-12/WRC0110도봉로D/보건소교차로-2(1).jpg,,2018-04-30
WR(서울특별시 양천구)-[목동동로4길]-상-1,3방향예고표지,187835.19,445740.87,/2006-08-23/WRC0115산내들길U/24.산내들길-01-2.jpg,,,,,/2006-08-23/WRC0115산내들길U/24.산내들길-01-1.jpg,,2018-04-30
NR-1-상-1601,3방향표지,190451.04,450206.81,/2010-05-11/NR1U/2-nr-1 상1601 근.jpg,,,,,/2010-05-11/NR1U/2-nr-1 상1601 원.jpg,,2018-04-30
UR(서울특별시)-41[강남대로]-상-9,3방향표지,201501.98,446677.66,/2006-07-11/URC010041강남대로U/dsc00096.jpg,,,,,/2006-07-11/URC010041강남대로U/dsc00095.jpg,,2018-04-30
WR(서울특별시 송파구)-[문정로]-상-2,3방향표지,211101.13,442703.89,/2011-10-12/WRC0124문정동길U/문정 문정동소테우리앞후.jpg,,,,,,,2018-04-30
UR(서울특별시)-[가양대로]-하-9,3방향표지,189517.79,453505.32,/2010-03-16/WRC0114구룡로D/구룡로 하15근.jpg,,,,,/2010-03-16/WRC0114구룡로D/구룡로 하15원.jpg,,2018-04-30
UR(서울특별시)-92[신정로]-하-43,3방향표지,186066.82,445272.76,/2006-08-17/WRC0115신정로D/12.신정로-02-2.jpg,,,,,/2006-08-17/WRC0115신정로D/12.신정로-02-1.jpg,,2018-04-30
UR(서울특별시)-92[신정로]-상-41,3방향표지,186066.82,445272.76,,,,,,/2006-08-17/WRC0115신정로U/12.신정로-02-3.jpg,,2018-04-30
UR(서울특별시)-[월드컵로]-상-26,3방향예고표지,189216.18,452983.89,/2011-01-20/WRC0114난지도길U/1예고 근.jpg,,,,,/2011-01-20/WRC0114난지도길U/1예고 원.jpg,,2018-04-30
WR(서울특별시 양천구)-[신정로]-하-3,2방향예고표지,185078.66,444963.81,/2006-08-17/WRC0115신정로D/12.신정로-03-2.jpg,,,,,/2006-08-17/WRC0115신정로D/12.신정로-03-1.jpg,,2018-04-30
WR(서울특별시 노원구)-[노원로]-상-24,3방향표지,204567.08,462117.22,/2008-07-17/WRC0111노원길U/dsc09328.jpg,,,,,/2008-07-17/WRC0111노원길U/dsc09329.jpg,,2018-04-30
UR(서울특별시)-51[도봉로]-하-11,3방향표지,203810.78,463229.47,/2006-08-18/WRC0110도봉로D/하10도봉1동617-23(앞면근경).jpg,,,,,/2006-08-18/WRC0110도봉로D/하10도봉1동617-23(앞면원경).jpg,,2018-04-30
WR(서울특별시 노원구)-[방학로]-상-25,3방향표지,204540.54,462181.18,/2006-08-18/WRC0111노원길U/6.9(7-전-근).jpg,,,,,/2006-08-18/WRC0111노원길U/6.9(7-전-원).jpg,,2018-04-30
UR(서울특별시)-[월드컵북로]-하-19,3방향표지,190025.08,453110.36,/2010-04-13/WRC0114상암동길D/18-상암동길 하34 근.jpg,,,,,/2010-04-13/WRC0114상암동길D/18-상암동길 하34 원.jpg,,2018-04-30
WR(서울특별시 노원구)-[섬밭로]-상-6,2방향표지,206044.66,458394.45,/2010-11-11/WRC0111섬밭길U/17-3.jpg,,,,,/2010-11-11/WRC0111섬밭길U/17-4.jpg,,2018-04-30
WR(서울특별시 노원구)-[섬밭로]-하-7,2방향예고표지,206085.28,458235.43,/2006-08-09/WRC0111섬밭길D/6.13(17-근).jpg,,,,,/2006-08-09/WRC0111섬밭길D/6.13(17-원).jpg,,2018-04-30
WR(서울특별시 노원구)-[섬밭로]-하-8,2방향표지,206182.92,458070.38,/2006-08-09/WRC0111섬밭길D/6.13(18-전-근).jpg,,,,,/2006-08-09/WRC0111섬밭길D/6.13(18-전-원).jpg,,2018-04-30
WR(서울특별시 노원구)-[섬밭로]-상-7,2방향표지,206182.92,458070.38,/2006-08-09/WRC0111섬밭길U/6.13(18-후-근).jpg,,,,,/2006-08-09/WRC0111섬밭길U/6.13(18-후-원).jpg,,2018-04-30
WR(서울특별시 노원구)-[노원로]-상-26,읍/면/동계표지,204650.9,462107.46,/2006-08-18/WRC0111노원길U/6.9(8-근).jpg,,,,,/2006-08-18/WRC0111노원길U/6.9(8-원).jpg,,2018-04-30
WR(서울특별시 노원구)-[노원로]-상-27,3방향예고표지,204888.63,462144.53,/2006-08-18/WRC0111노원길U/6.9(9-근).jpg,,,,,/2006-08-18/WRC0111노원길U/6.9(9-원).jpg,,2018-04-30
UR(서울특별시)-51[도봉로]-상-6,3방향표지,203810.78,463229.47,/2006-08-18/WRC0110도봉로U/하10도봉1동617-23(뒷면근경).jpg,,,,,/2006-08-18/WRC0110도봉로U/하10도봉1동617-23(뒷면원경).jpg,,2018-04-30
WR(서울특별시 노원구)-[노원로]-상-28,3방향표지,205084.77,462124.36,/2006-08-18/WRC0111노원길U/6.9(10-전-근).jpg,,,,,/2006-08-18/WRC0111노원길U/6.9(10-전-원).jpg,,2018-04-30
WR(서울특별시 노원구)-[노해로]-하-4,유도표지,205120.24,461313.15,/2006-08-18/WRC0111노해길D/6.9(27-근).jpg,,,,,/2006-08-18/WRC0111노해길D/6.9(27-원).jpg,,2018-04-30
UR(서울특별시)-[월드컵로]-하-25,3방향예고표지,189258.31,452952.52,/2006-08-17/WRC0114난지도길D/난지14근.jpg,,,,,/2006-08-17/WRC0114난지도길D/난지14원.jpg,,2018-04-30
WR(서울특별시 양천구)-[신정로]-상-2,3방향예고표지,185692.78,444999.3,/2006-08-17/WRC0115신정로U/12.신정로-04-2.jpg,,,,,/2006-08-17/WRC0115신정로U/12.신정로-04-1.jpg,,2018-04-30
UR(서울특별시)-92[남부순환로]-상-39,3방향표지,186026.09,445193.92,/2006-08-17/WRC0115신정로U/12.신정로-05-2.jpg,,,,,/2006-08-17/WRC0115신정로U/12.신정로-05-1.jpg,,2018-04-30
UR(서울특별시)-[월드컵로]-하-24,3방향표지,189390.25,452854.28,/2010-04-02/WRC0114난지도길D/27-난지도길 하2 근.jpg,,,,,/2010-04-02/WRC0114난지도길D/27-난지도길 하2 원.jpg,,2018-04-30
WR(서울특별시 노원구)-[중계로]-하-22,3방향표지,206722.55,460943.93,/2011-07-14/WRC0111한글비석길D/124-125-4.jpg,,,,,/2011-07-14/WRC0111한글비석길D/124-125-5.jpg,,2018-04-30
WR(서울특별시 노원구)-[중계로]-하-23,3방향표지,206687.15,460944.83,/2011-07-14/WRC0111한글비석길D/118-119-4.jpg,,,,,/2011-07-14/WRC0111한글비석길D/118-119-5.jpg,,2018-04-30
WR(서울특별시 노원구)-[중계로]-상-22,3방향표지,206687.15,460944.83,/2011-07-14/WRC0111한글비석길U/120-121-4.jpg,,,,,/2011-07-14/WRC0111한글비석길U/120-121-5.jpg,,2018-04-30
WR(서울특별시 노원구)-[한글비석로]-하-24,3방향예고표지,206736.16,461087.64,/2011-07-14/WRC0111한글비석길D/116-5.jpg,,,,,/2011-07-14/WRC0111한글비석길D/116-4.jpg,,2018-04-30
WR(서울특별시 노원구)-[덕릉로]-하-7,3방향표지,206357.53,461051.94,/2006-08-14/WRC0111당고개길D/(90-전-근).jpg,,,,,/2006-08-14/WRC0111당고개길D/(90-전-원).jpg,,2018-04-30
UR(서울특별시)-90[성대로1길]-상-17,3방향예고표지,194140.75,444418.58,/2011-06-23/URC010090사당로U/11-1.장승배기역1(근거리).jpg,,,,,/2011-06-23/URC010090사당로U/11-2.장승배기역1(원거리).jpg,,2018-04-30
UR(서울특별시)-90[상도로]-상-16,3방향표지,194516.7,444701.09,/2011-06-23/URC010090사당로U/12-1.장승배기역2(근거리).jpg,,,,,/2011-06-23/URC010090사당로U/12-2.장승배기역2(원거리).jpg,,2018-04-30
UR(서울특별시)-90[상도로]-상-19,2방향표지,193563.23,444154.5,/2011-06-22/URC010090사당로U/3-2-1.신대방삼거리2(후면)(근거리).jpg,,,,,/2011-06-22/URC010090사당로U/3-2-2.신대방삼거리2(후면)(원거리).jpg,,2018-04-30
UR(서울특별시)-90[상도로]-하-16,2방향표지,193563.23,444154.5,/2011-06-22/URC010090사당로D/3-1-1.신대방삼거리2(후면)(근거리).jpg,,,,,/2011-06-22/URC010090사당로D/3-1-2.신대방삼거리2(후면)(원거리).jpg,,2018-04-30
WR(서울특별시 서대문구)-[연희로]-상-18,3방향표지,194710.67,454352.53,,,,,,,,2018-04-30
UR(서울특별시)-[논현로]-상-27,3방향표지,203706.73,442167.02,/2018-01-09/URC0100논현로U/21.논현로138.jpg,,,,,/2006-09-05/URC010090U/UR(C0100)-90논현로-상-11.jpg,,2018-04-30
UR(서울특별시)-[논현로]-하-24,3방향표지,203706.73,442167.02,/2006-07-04/URC010090논현로D/dsc00088.jpg,,,,,/2006-09-05/URC010090D/UR(C0100)-90논현로-하-26.jpg,,2018-04-30
NR-3[동일로]-하-1438,교량표지,206549.06,457368.57,/2005-05-03/NR3D/p4260241.jpg,,,,,/2005-05-03/NR3D/p4260240.jpg,,2018-04-30
WR(서울특별시 송파구)-[문정로]-상-1,3방향표지,211151.7,442707.3,/2011-10-12/WRC0124문정동길U/문정 문정동문덕초교사거리뒷면후.jpg,,,,,/2011-10-12/WRC0124문정동길U/문정 문정동문덕초교사거리뒷면원거리.jpg,,2018-04-30
WR(서울특별시 강남구)-[문정로4길]-상-1,3방향표지,211135.4,442669.45,/2006-07-26/WRC0505거여동길U/313-앞-근.jpg,,,,,/2006-07-26/WRC0505거여동길U/313-앞-원.jpg,,2018-04-30
WR(서울특별시 송파구)-[문정로4길]-하-2,3방향표지,211135.4,442669.45,/2006-07-26/WRC0505거여동길D/313-뒤-근.jpg,,,,,/2006-07-26/WRC0505거여동길D/313-뒤-원.jpg,,2018-04-30
UR(서울특별시)-90[상도로]-상-14,3방향표지,195312.13,444581.43,/2011-06-17/URC010090사당로U/6-1.ur(사당로)-상-14(근거리).jpg,,,,,/2011-06-17/URC010090사당로U/6-2.ur(사당로)-상-14(원거리).jpg,,2018-04-30
UR(서울특별시)-90[상도로]-하-14,3방향표지,195312.13,444581.43,/2011-06-17/URC010090사당로D/10-1.ur(사당로)-하-14(근거리).jpg,,,,,/2011-06-17/URC010090사당로D/10-2.ur(사당로)-하-14(원거리).jpg,,2018-04-30
UR(서울특별시)-20[마들로]-하-11,1방향표지,206127.55,457150.76,/2006-08-09/WRC0111마들길D/6.13(10-근).jpg,,,,,/2006-08-09/WRC0111마들길D/6.13(10-원).jpg,,2018-04-30
UR(서울특별시)-20[마들로]-하-10,3방향표지,206129.3,457120.13,/2006-08-09/WRC0111마들길D/6.13(11-근).jpg,,,,,/2006-08-09/WRC0111마들길D/6.13(11-원).jpg,,2018-04-30
UR(서울특별시)-20[섬밭로]-하-14,2방향표지,206372.57,457193.67,/2006-08-09/WRC0111섬밭길D/6.13(20-근).jpg,,,,,/2006-08-09/WRC0111섬밭길D/6.13(20-원).jpg,,2018-04-30
WR(서울특별시 노원구)-[광운로]-하-1,2방향예고표지,205037.55,457468.58,/2006-08-09/WRC0111광운길D/6.13(13-근).jpg,,,,,/2006-08-09/WRC0111광운길D/6.13(13-원).jpg,,2018-04-30
WR(서울특별시 노원구)-[섬밭로]-하-5,3방향표지,205831.17,459026.11,/2010-11-05/WRC0111섬밭길D/18-2.jpg,,,,,/2010-11-05/WRC0111섬밭길D/18-1.jpg,,2018-04-30
UR(서울특별시)-[남부순환로]-하-30,분기점표지,204503.46,442961.36,/2018-01-08/URC0100남부순환로D/10.언주로30길 13.jpg,,,,,/2006-08-30/URC010092D/UR(C0100)-92`남부순환로-하-1.jpg,,2018-04-30
WR(서울특별시 노원구)-[공릉로62길]-상-1,2방향표지,206310.95,459458.84,/2011-07-13/WRC0111용동1길U/035-036-4.jpg,,,,,/2011-07-13/WRC0111용동1길U/035-036-5.jpg,,2018-04-30
WR(서울특별시 노원구)-[공릉로62길]-상-2,2방향예고표지,206304.22,459419.28,/2006-08-09/WRC0111용동1길U/6.13(27-근).jpg,,,,,/2006-08-09/WRC0111용동1길U/6.13(27-원).jpg,,2018-04-30
WR(서울특별시 노원구)-[섬밭로]-상-5,3방향표지,205913.71,458587.25,/2006-08-09/WRC0111섬밭길U/6.13(15-근).jpg,,,,,/2006-08-09/WRC0111섬밭길U/6.13(15-원).jpg,,2018-04-30
WR(서울특별시 노원구)-[섬밭로]-하-6,2방향표지,206044.66,458394.45,/2010-11-05/WRC0111섬밭길D/17-2.jpg,,,,,/2010-11-05/WRC0111섬밭길D/17-1.jpg,,2018-04-30
UR(서울특별시)-[을지로]-하-36,3방향예고표지,198312,451555,/2018-01-02/URC0100을지로D/20180102_141033.jpg,,,,,/2018-01-02/URC0100을지로D/20180102_141058.jpg,,2018-04-30
UR(서울특별시)-[역삼로]-상-19,3방향표지,202622.15,443420.77,/2006-07-24/NR47역삼로U/dsc00076.jpg,,,,,/2006-08-28/NR47U/NR-47역삼로-상-14.jpg,,2018-04-30
WR(서울특별시 노원구)-[덕릉로]-상-8,3방향표지,206372.9,460979.62,/2006-08-14/WRC0111당고개길U/(94-전-근).jpg,,,,,/2006-08-14/WRC0111당고개길U/(94-전-원).jpg,,2018-04-30
WR(서울특별시 노원구)-[덕릉로]-하-8,3방향표지,206372.9,460979.62,/2006-08-14/WRC0111당고개길D/(94-후-근).jpg,,,,,/2006-08-14/WRC0111당고개길D/(94-후-원).jpg,,2018-04-30
WR(서울특별시 강남구)-[개포로]-하-9,3방향표지,205055.62,442464.6,/2006-08-14/WRC0123개포동길D/dsc00082.jpg,,,,,/2006-08-14/WRC0123개포동길D/dsc00081.jpg,,2018-04-30
WR(서울특별시 노원구)-[덕릉로]-상-10,3방향예고표지,206279.22,460896.99,/2006-08-14/WRC0111당고개길U/(93-근).jpg,,,,,/2006-08-14/WRC0111당고개길U/(93-원).jpg,,2018-04-30
WR(서울특별시 강남구)-[개포로]-상-12,3방향표지,205055.62,442464.6,/2006-08-14/WRC0123개포동길U/dsc00084.jpg,/2017-11-13/WRC0123개포로U/703.jpg,,,,/2006-08-14/WRC0123개포동길U/dsc00083.jpg,,2018-04-30
WR(서울특별시 강남구)-[개포로]-하-10,2방향예고표지,205532.47,442855.08,/2017-11-14/WRC0123개포로D/698(1).jpg,,,,,/2006-08-14/WRC0123개포동길D/dsc00085.jpg,,2018-04-30
UR(서울특별시)-47[양재대로]-하-10,2방향표지,206155.6,442216.33,/2004-07-28/NR47D/nr-47-d-1722근거리1.jpg,,,,,/2004-07-28/NR47D/nr-47-d-1722원거리.jpg,,2018-04-30
WR(서울특별시 동작구)-[동작대로1길]-하-6,3방향표지,198285.95,441685.34,/2017-05-23/WRC0120동작대로1길D/동작구청 사당역(2).jpg,,,,,/2006-06-22/WRC0120동작대로D/동작대로-06원거리.jpg,,2018-04-30
WR(서울특별시 동작구)-[동작대로1길]-상-3,3방향표지,198285.95,441685.34,/2006-06-22/WRC0120동작대로U/동작대로-06뒷면근거리(1).jpg,,,,,/2006-06-22/WRC0120동작대로U/동작대로-06뒷면원거리(2).jpg,,2018-04-30
WR(서울특별시 동작구)-[동작대로1길]-상-4,1방향표지,198273.98,441685.34,/2006-06-22/WRC0120동작대로U/동작대로-07근거리.jpg,,,,,/2006-06-22/WRC0120동작대로U/동작대로-07원거리.jpg,,2018-04-30
WR(서울특별시 양천구)-[안양천로]-상-24,3방향표지,189363.92,449488.39,,,,,,/2006-08-16/WRC0115안양천길U/13.안양천길-39-1.jpg,,2018-04-30
UR(서울특별시)-51[NO_NAME]-하-41,3방향표지,202949.72,447377.73,/2006-06-27/URC010051언주로D/dsc00160.jpg,,,,,/2006-09-01/URC010051D/UR(C0100)-51언주로-하-41.jpg,,2018-04-30
UR(서울특별시)-[을지로]-상-42,3방향표지,198321,451495,/2010-01-28/WRC0102을지로U/wr(c0102)-[을지로]-상-20.jpg,,,,,/2006-07-24/WRC0102을지로U/을지로-28-전면-원거리.jpg,,2018-04-30
UR(서울특별시)-[을지로]-하-35,3방향표지,198321,451495,/2006-07-24/WRC0102을지로D/을지로-28-후면-근거리.jpg,,,,,/2006-07-24/WRC0102을지로D/을지로-28-후면-원거리.jpg,,2018-04-30
UR(서울특별시)-[역삼로]-하-15,3방향표지,202622.15,443420.77,/2006-07-24/NR47역삼로D/dsc00078.jpg,,,,,/2006-08-28/NR47D/NR-47역삼로-하-6.jpg,,2018-04-30
UR(서울특별시)-90[논현로20길]-하-25,3방향표지,203897.28,441767.37,/2017-11-14/URC010090논현로20길D/202.jpg,,,,,/2006-09-05/URC010090D/UR(C0100)-90논현로-하-25(1).jpg,,2018-04-30
WR(서울특별시 송파구)-[문정로]-하-6,3방향예고표지,211664.18,443042.03,/2011-10-12/WRC0124문정로D/문정로 삼성래미안@105동 앞후.jpg,,,,,/2011-10-12/WRC0124문정로D/문정로 삼성래미안@105동 앞원거리.jpg,,2018-04-30
WR(서울특별시 노원구)-[동일로197길]-하-1,2방향표지,206081.09,458409.3,/2006-08-09/WRC0111공릉역4길D/6.13(22-전-근).jpg,,,,,/2006-08-09/WRC0111공릉역4길D/6.13(22-전-원).jpg,,2018-04-30
WR(서울특별시 노원구)-[동일로197길]-상-1,2방향표지,206081.09,458409.3,/2010-11-05/WRC0111공릉역4길U/16-2.jpg,,,,,/2010-11-05/WRC0111공릉역4길U/16-1.jpg,,2018-04-30
WR(서울특별시 동작구)-[동작대로1길]-상-5,1방향표지,198273.98,441685.34,/2006-06-22/WRC0120동작대로U/동작대로-07근거리.jpg,,,,,/2006-06-22/WRC0120동작대로U/동작대로-07원거리.jpg,,2018-04-30
WR(서울특별시 동작구)-[방배중앙로27길]-상-6,2방향표지,198432.41,443677.32,/2010-09-16/WRC0120동작대로U/wr (동작대로)-상-6-후근.jpg,,,,,/2010-09-16/WRC0120동작대로U/wr (동작대로)-상-6-후.jpg,,2018-04-30
UR(서울특별시)-90[상도로]-상-20,2방향예고표지,193266.65,444203.09,/2011-06-23/URC010090사당로U/10-1.대림초등학교(근거리).jpg,,,,,/2011-06-23/URC010090사당로U/10-2.대림초등학교(원거리).jpg,,2018-04-30
UR(서울특별시)-70[자양강변길]-하-27,3방향예고표지,205903.73,447707.13,/2010-11-02/URC010070강변북로D/70-하-27.jpg,,,,,/2009-01-28/URC010070강변북로D/s7304649.jpg,,2018-04-30
UR(서울특별시)-60[광나루로]-상-1,3방향표지,203899.1,449947.95,/2012-07-23/URC0100광나루로U/표지판1.jpg,,,,,/2012-07-23/UR광나루로U/표지판 1원.jpg,,2018-04-30
UR(서울특별시)-[가양대로]-하-14,2방향표지,189851.68,453714.66,/2012-07-23/URC0100가양대로D/가양1(2).jpg,,,,,/2012-07-23/URC0100가양대로D/가양2(2).jpg,,2018-04-30
UR(서울특별시)-[가양대로]-상-10,2방향표지,189851.68,453714.66,/2012-07-23/URC0100가양대로U/가양1.jpg,,,,,/2012-07-23/URC0100가양대로U/가양2.jpg,,2018-04-30
WR(서울특별시 노원구)-[덕릉로]-상-7,3방향표지,206357.53,461051.94,/2006-08-14/WRC0111당고개길U/(90-후-근).jpg,,,,,/2006-08-14/WRC0111당고개길U/(90-후-원).jpg,,2018-04-30
NR-3[도봉로170길]-하-893,2방향예고표지,204327.06,464073.96,/2005-05-03/NR3D/NR-3-하-893(1).jpg,,,,,/2005-05-03/NR3D/NR-3-하-893.jpg,,2018-04-30
WR(서울특별시 서대문구)-[홍은중앙로]-상-1,2방향예고표지,195053.29,454470.59,/2011-03-04/WRC0113홍은중앙로U/1.jpg,,,,,/2011-03-04/WRC0113홍은중앙로U/2.jpg,,2018-04-30
WR(서울특별시 서대문구)-[홍은중앙로]-하-1,2방향표지,195204.56,455015.76,/2011-03-04/WRC0113홍은중앙로D/3.jpg,,,,,/2011-03-04/WRC0113홍은중앙로D/4.jpg,,2018-04-30
WR-[홍은중앙로]-상-1,2방향표지,195204.56,455015.76,/2011-03-04/WRC0113홍은중앙로U/5(1).jpg,,,,,/2011-03-04/WRC0113홍은중앙로U/6.jpg,,2018-04-30
WR(서울특별시 양천구)-[안양천로]-상-23,3방향2차예고표지,189600.77,449191.26,/2006-08-16/WRC0115안양천길U/13.안양천길-38-2.jpg,,,,,/2006-08-16/WRC0115안양천길U/13.안양천길-38-1.jpg,,2018-04-30
WR(서울특별시 노원구)-[노해로]-하-2,유도표지,204871.47,461180.34,/2006-08-18/WRC0111노해길D/6.9(24-근).jpg,,,,,/2006-08-18/WRC0111노해길D/6.9(24-원).jpg,,2018-04-30
WR(서울특별시 노원구)-[노해로]-상-3,3방향예고표지,205047.81,461292.58,/2006-08-18/WRC0111노해길U/6.9(25-근).jpg,,,,,/2006-08-18/WRC0111노해길U/6.9(25-원).jpg,,2018-04-30
WR(서울특별시 노원구)-[노해로]-하-3,3방향예고표지,205092.48,461305.27,/2008-07-17/WRC0111노해길D/dsc09330(1).jpg,,,,,/2008-07-17/WRC0111노해길D/dsc09331.jpg,,2018-04-30
UR(서울특별시)-[마포대로]-상-2,3방향예고표지,195442.68,448823.21,/2010-06-30/WRC0114마포로U/3-마포로 상2 근.jpg,,,,,/2010-06-30/WRC0114마포로U/3-마포로 상2 원.jpg,,2018-04-30
WR(서울특별시 송파구)-[문정로]-상-6,2방향예고표지,211776.35,443222.77,/2012-08-30/WRC0124문정로U/성동구치소영문수정후.jpg,,,,,/2012-08-30/WRC0124문정로U/성동구치소영문수정후원거리(3).jpg,,2018-04-30
WR(서울특별시 송파구)-[동남로18길]-하-1,2방향예고표지,211774.33,443451.39,/2006-07-26/WRC0124상수리길D/299-앞-근.jpg,,,,,/2006-07-26/WRC0124상수리길D/299-앞-원.jpg,,2018-04-30
WR(서울특별시 송파구)-[동남로18길]-상-1,3방향예고표지,211554.66,443675.26,/2011-10-07/WRC0124동남로18길U/동남로가락동극동빌딩월편후.jpg,,,,,/2011-10-07/WRC0124동남로18길U/동남로가락동극동빌딩월편원거리.jpg,,2018-04-30
UR(서울특별시)-92[남부순환로]-하-40,3방향표지,186026.09,445193.92,,,,,,/2006-08-17/WRC0115신정로D/12.신정로-05-3.jpg,,2018-04-30
UR(서울특별시)-41[압구정로]-상-1,3방향예고표지,203730.87,447253.82,/2017-11-10/URC010041압구정로U/43.jpg,,,,,/2006-08-24/URC010041U/UR(C0100)-41압구정로-상-1.jpg,,2018-04-30
WR(서울특별시 도봉구)-[마들로]-상-1,2방향표지,204039.19,462963.87,/2006-08-18/WRC0110마들길U/상9방학1동720도봉구청(앞면근경).jpg,,,,,/2006-08-18/WRC0110마들길U/상9방학1동720도봉구청(앞면원경).jpg,,2018-04-30
WR(서울특별시 도봉구)-[마들로]-하-1,2방향표지,204039.19,462963.87,/2006-08-18/WRC0110마들길D/상9방학1동720도봉구청(뒷면근경).jpg,,,,,/2006-08-18/WRC0110마들길D/상9방학1동720도봉구청(뒤면원경).jpg,,2018-04-30
WR(서울특별시 도봉구)-[마들로]-상-2,3방향예고표지,203994.38,463033.59,/2006-08-18/WRC0110마들길U/상10도봉2동636-10(근경).jpg,,,,,/2006-08-18/WRC0110마들길U/상10도봉2동636-10(원경).jpg,,2018-04-30
WR(서울특별시 도봉구)-[마들로]-상-3,3방향표지,204043.73,463140.04,/2006-08-18/WRC0110마들길U/상11도봉2동635-3(앞면근경).jpg,,,,,/2006-08-18/WRC0110마들길U/상11도봉2동635-3(앞면원경).jpg,,2018-04-30
WR(서울특별시 노원구)-[마들로]-하-5,2방향표지,205612.47,458372,/2006-08-08/WRC0111마들길D/6.13(2-후-근).jpg,,,,,/2006-08-08/WRC0111마들길D/6.13(2-후-원).jpg,,2018-04-30
WR(서울특별시 노원구)-[마들로]-하-8,3방향예고표지,205918.96,458088.06,/2006-08-08/WRC0111마들길D/6.13(3-근).jpg,,,,,/2006-08-08/WRC0111마들길D/6.13(3-원).jpg,,2018-04-30
NR-3[동일로]-하-1412,3방향예고표지,205870.16,459430.93,/2011-07-13/NR3D/042-4.jpg,,,,,/2011-07-13/NR3D/042-5.jpg,,2018-04-30
UR(서울특별시)-92[남부순환로]-하-11,3방향예고표지,204676.76,443062.28,/2006-08-09/URC010092남부순환로D/dsc00125.jpg,,,,,/2006-08-30/URC010092D/UR(C0100)-92남부순환로-하-11.jpg,,2018-04-30
WR(서울특별시 노원구)-[섬밭로]-하-9,2방향표지,206190.63,458010,/2006-08-09/WRC0111섬밭길D/6.13(19-후-근).jpg,,,,,/2006-08-09/WRC0111섬밭길D/6.13(19-후-원).jpg,,2018-04-30
WR(서울특별시 노원구)-[섬밭로]-상-10,2방향예고표지,206224.31,457854.68,/2006-08-09/WRC0111섬밭길U/6.13(21-근).jpg,,,,,/2006-08-09/WRC0111섬밭길U/6.13(21-원).jpg,,2018-04-30
WR(서울특별시 중구)-[을지로]-상-21,3방향예고표지,198169.96,451495.81,/2010-01-28/WRC0102을지로U/wr(c0102)-[을지로]-상-21.jpg,,,,,/2006-07-24/WRC0102을지로U/을지로-29-원거리.jpg,,2018-04-30
UR(서울특별시)-[을지로]-상-43,3방향표지,198092.37,451486.25,/2018-01-02/WRC0102을지로U/20180102_141532.jpg,,,,,/2018-01-02/WRC0102을지로U/20180102_141607.jpg,,2018-04-30
UR(서울특별시)-[을지로]-하-38,3방향표지,198113.58,451556.52,/2018-01-02/WRC0102을지로D/20180102_141254.jpg,,,,,/2018-01-02/WRC0102을지로D/20180102_141357.jpg,,2018-04-30
WR(서울특별시 양천구)-[목동동로4길]-하-1,2방향예고표지,187869.03,445663.08,/2006-08-23/WRC0115산내들길D/24.산내들길-02-2.jpg,,,,,/2006-08-23/WRC0115산내들길D/24.산내들길-02-1.jpg,,2018-04-30
